Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,lifecycle:transition,org:resource,variant,variant-index,creator
Case568,Start,Start,2011-08-23 06:55:39.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case568,Assign seriousness,Value 13,2011-08-23 06:55:39.000,Variant 1,1,Assign seriousness,complete,Value 13,Variant 1,1,Fluxicon Disco
Case568,Take in charge ticket,Value 13,2011-08-23 06:55:46.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case568,Resolve ticket,Value 13,2011-08-24 14:44:28.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case568,Closed,Value 5,2011-10-10 07:00:42.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case568,End,End,2011-10-10 07:00:42.000,Variant 1,1,End,End,End,End,End,End
Case569,Start,Start,2011-06-30 08:43:59.000,Variant 4,4,Start,Start,Start,Start,Start,Start
Case569,Assign seriousness,Value 8,2011-06-30 08:43:59.000,Variant 4,4,Assign seriousness,complete,Value 8,Variant 4,4,Fluxicon Disco
Case569,Assign seriousness,Value 8,2011-06-30 08:44:19.000,Variant 4,4,Assign seriousness,complete,Value 8,Variant 4,4,Fluxicon Disco
Case569,Take in charge ticket,Value 9,2011-07-05 11:34:00.000,Variant 4,4,Take in charge ticket,complete,Value 9,Variant 4,4,Fluxicon Disco
Case569,Resolve ticket,Value 9,2011-07-07 07:33:49.000,Variant 4,4,Resolve ticket,complete,Value 9,Variant 4,4,Fluxicon Disco
Case569,Closed,Value 5,2011-08-02 08:50:46.000,Variant 4,4,Closed,complete,Value 5,Variant 4,4,Fluxicon Disco
Case569,End,End,2011-08-02 08:50:46.000,Variant 4,4,End,End,End,End,End,End
Case570,Start,Start,2012-05-29 12:05:16.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case570,Assign seriousness,Value 1,2012-05-29 12:05:16.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case570,Take in charge ticket,Value 1,2012-05-29 12:37:40.000,Variant 1,1,Take in charge ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case570,Resolve ticket,Value 1,2012-05-29 14:20:39.000,Variant 1,1,Resolve ticket,complete,Value 1,Variant 1,1,Fluxicon Disco
Case570,Closed,Value 5,2012-07-06 12:10:44.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case570,End,End,2012-07-06 12:10:44.000,Variant 1,1,End,End,End,End,End,End
Case571,Start,Start,2011-05-10 09:41:18.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case571,Assign seriousness,Value 8,2011-05-10 09:41:18.000,Variant 3,3,Assign seriousness,complete,Value 8,Variant 3,3,Fluxicon Disco
Case571,Take in charge ticket,Value 13,2011-05-11 12:53:50.000,Variant 3,3,Take in charge ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case571,Wait,Value 13,2011-06-09 08:37:51.000,Variant 3,3,Wait,complete,Value 13,Variant 3,3,Fluxicon Disco
Case571,Take in charge ticket,Value 13,2011-06-21 08:41:50.000,Variant 3,3,Take in charge ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case571,Resolve ticket,Value 13,2011-06-21 08:45:58.000,Variant 3,3,Resolve ticket,complete,Value 13,Variant 3,3,Fluxicon Disco
Case571,Closed,Value 5,2011-07-06 08:46:19.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case571,End,End,2011-07-06 08:46:19.000,Variant 3,3,End,End,End,End,End,End
Case572,Start,Start,2010-05-28 10:02:07.000,Variant 106,106,Start,Start,Start,Start,Start,Start
Case572,Assign seriousness,Value 2,2010-05-28 10:02:07.000,Variant 106,106,Assign seriousness,complete,Value 2,Variant 106,106,Fluxicon Disco
Case572,Wait,Value 16,2010-05-28 13:24:24.000,Variant 106,106,Wait,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Take in charge ticket,Value 16,2010-05-28 13:57:02.000,Variant 106,106,Take in charge ticket,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Resolve ticket,Value 16,2010-05-28 13:57:12.000,Variant 106,106,Resolve ticket,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Take in charge ticket,Value 16,2010-05-28 14:37:43.000,Variant 106,106,Take in charge ticket,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Wait,Value 16,2010-05-28 15:21:51.000,Variant 106,106,Wait,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Take in charge ticket,Value 16,2010-05-31 07:56:23.000,Variant 106,106,Take in charge ticket,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Resolve ticket,Value 16,2010-05-31 07:57:56.000,Variant 106,106,Resolve ticket,complete,Value 16,Variant 106,106,Fluxicon Disco
Case572,Closed,Value 5,2010-06-29 10:00:25.000,Variant 106,106,Closed,complete,Value 5,Variant 106,106,Fluxicon Disco
Case572,End,End,2010-06-29 10:00:25.000,Variant 106,106,End,End,End,End,End,End
Case573,Start,Start,2012-07-30 06:06:46.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case573,Assign seriousness,Value 1,2012-07-30 06:06:46.000,Variant 2,2,Assign seriousness,complete,Value 1,Variant 2,2,Fluxicon Disco
Case573,Take in charge ticket,Value 1,2012-07-30 06:07:07.000,Variant 2,2,Take in charge ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case573,Wait,Value 1,2012-07-30 07:48:00.000,Variant 2,2,Wait,complete,Value 1,Variant 2,2,Fluxicon Disco
Case573,Resolve ticket,Value 4,2012-07-31 09:05:46.000,Variant 2,2,Resolve ticket,complete,Value 4,Variant 2,2,Fluxicon Disco
Case573,Closed,Value 5,2012-09-02 07:30:17.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case573,End,End,2012-09-02 07:30:17.000,Variant 2,2,End,End,End,End,End,End
Case574,Start,Start,2011-12-14 08:47:44.000,Variant 11,11,Start,Start,Start,Start,Start,Start
Case574,Take in charge ticket,Value 4,2011-12-14 08:47:44.000,Variant 11,11,Take in charge ticket,complete,Value 4,Variant 11,11,Fluxicon Disco
Case574,Resolve ticket,Value 4,2011-12-14 08:48:59.000,Variant 11,11,Resolve ticket,complete,Value 4,Variant 11,11,Fluxicon Disco
Case574,Closed,Value 5,2012-02-02 08:50:48.000,Variant 11,11,Closed,complete,Value 5,Variant 11,11,Fluxicon Disco
Case574,End,End,2012-02-02 08:50:48.000,Variant 11,11,End,End,End,End,End,End
Case575,Start,Start,2013-11-14 15:54:23.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case575,Assign seriousness,Value 14,2013-11-14 15:54:23.000,Variant 2,2,Assign seriousness,complete,Value 14,Variant 2,2,Fluxicon Disco
Case575,Take in charge ticket,Value 18,2013-11-28 15:03:26.000,Variant 2,2,Take in charge ticket,complete,Value 18,Variant 2,2,Fluxicon Disco
Case575,Wait,Value 18,2013-11-29 09:07:27.000,Variant 2,2,Wait,complete,Value 18,Variant 2,2,Fluxicon Disco
Case575,Resolve ticket,Value 18,2013-12-10 14:43:41.000,Variant 2,2,Resolve ticket,complete,Value 18,Variant 2,2,Fluxicon Disco
Case575,Closed,Value 3,2013-12-25 14:43:56.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case575,End,End,2013-12-25 14:43:56.000,Variant 2,2,End,End,End,End,End,End
Case576,Start,Start,2010-12-01 15:39:51.000,Variant 6,6,Start,Start,Start,Start,Start,Start
Case576,Assign seriousness,Value 14,2010-12-01 15:39:51.000,Variant 6,6,Assign seriousness,complete,Value 14,Variant 6,6,Fluxicon Disco
Case576,Take in charge ticket,Value 6,2010-12-02 16:41:33.000,Variant 6,6,Take in charge ticket,complete,Value 6,Variant 6,6,Fluxicon Disco
Case576,Resolve ticket,Value 6,2010-12-02 16:44:15.000,Variant 6,6,Resolve ticket,complete,Value 6,Variant 6,6,Fluxicon Disco
Case576,Resolve ticket,Value 6,2010-12-02 16:44:15.000,Variant 6,6,Resolve ticket,complete,Value 6,Variant 6,6,Fluxicon Disco
Case576,Closed,Value 5,2011-01-15 15:40:37.000,Variant 6,6,Closed,complete,Value 5,Variant 6,6,Fluxicon Disco
Case576,End,End,2011-01-15 15:40:37.000,Variant 6,6,End,End,End,End,End,End
Case577,Start,Start,2011-04-29 09:42:14.000,Variant 12,12,Start,Start,Start,Start,Start,Start
Case577,Assign seriousness,Value 8,2011-04-29 09:42:14.000,Variant 12,12,Assign seriousness,complete,Value 8,Variant 12,12,Fluxicon Disco
Case577,Take in charge ticket,Value 8,2011-04-29 09:42:26.000,Variant 12,12,Take in charge ticket,complete,Value 8,Variant 12,12,Fluxicon Disco
Case577,Take in charge ticket,Value 8,2011-04-29 11:55:58.000,Variant 12,12,Take in charge ticket,complete,Value 8,Variant 12,12,Fluxicon Disco
Case577,Resolve ticket,Value 10,2011-05-17 06:14:04.000,Variant 12,12,Resolve ticket,complete,Value 10,Variant 12,12,Fluxicon Disco
Case577,Closed,Value 5,2011-06-01 06:14:17.000,Variant 12,12,Closed,complete,Value 5,Variant 12,12,Fluxicon Disco
Case577,End,End,2011-06-01 06:14:17.000,Variant 12,12,End,End,End,End,End,End
Case578,Start,Start,2011-09-22 07:10:27.000,Variant 5,5,Start,Start,Start,Start,Start,Start
Case578,Assign seriousness,Value 13,2011-09-22 07:10:27.000,Variant 5,5,Assign seriousness,complete,Value 13,Variant 5,5,Fluxicon Disco
Case578,Resolve ticket,Value 13,2011-09-26 06:42:40.000,Variant 5,5,Resolve ticket,complete,Value 13,Variant 5,5,Fluxicon Disco
Case578,Closed,Value 5,2011-10-25 07:20:28.000,Variant 5,5,Closed,complete,Value 5,Variant 5,5,Fluxicon Disco
Case578,End,End,2011-10-25 07:20:28.000,Variant 5,5,End,End,End,End,End,End
Case579,Start,Start,2011-02-15 12:52:41.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case579,Assign seriousness,Value 13,2011-02-15 12:52:41.000,Variant 1,1,Assign seriousness,complete,Value 13,Variant 1,1,Fluxicon Disco
Case579,Take in charge ticket,Value 13,2011-02-15 12:52:52.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case579,Resolve ticket,Value 13,2011-02-15 12:53:29.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case579,Closed,Value 5,2011-04-02 13:15:17.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case579,End,End,2011-04-02 13:15:17.000,Variant 1,1,End,End,End,End,End,End
Case580,Start,Start,2011-04-19 09:22:36.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case580,Assign seriousness,Value 8,2011-04-19 09:22:36.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case580,Take in charge ticket,Value 8,2011-04-19 09:22:53.000,Variant 1,1,Take in charge ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case580,Resolve ticket,Value 8,2011-04-22 07:04:16.000,Variant 1,1,Resolve ticket,complete,Value 8,Variant 1,1,Fluxicon Disco
Case580,Closed,Value 5,2011-06-04 09:30:31.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case580,End,End,2011-06-04 09:30:31.000,Variant 1,1,End,End,End,End,End,End
Case581,Start,Start,2012-06-25 08:15:09.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case581,Assign seriousness,Value 9,2012-06-25 08:15:09.000,Variant 2,2,Assign seriousness,complete,Value 9,Variant 2,2,Fluxicon Disco
Case581,Take in charge ticket,Value 9,2012-06-25 08:15:53.000,Variant 2,2,Take in charge ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case581,Wait,Value 9,2012-06-26 09:08:06.000,Variant 2,2,Wait,complete,Value 9,Variant 2,2,Fluxicon Disco
Case581,Resolve ticket,Value 9,2012-07-03 09:21:23.000,Variant 2,2,Resolve ticket,complete,Value 9,Variant 2,2,Fluxicon Disco
Case581,Closed,Value 5,2012-08-02 08:40:35.000,Variant 2,2,Closed,complete,Value 5,Variant 2,2,Fluxicon Disco
Case581,End,End,2012-08-02 08:40:35.000,Variant 2,2,End,End,End,End,End,End
Case582,Start,Start,2010-12-10 07:15:43.000,Variant 20,20,Start,Start,Start,Start,Start,Start
Case582,Assign seriousness,Value 9,2010-12-10 07:15:43.000,Variant 20,20,Assign seriousness,complete,Value 9,Variant 20,20,Fluxicon Disco
Case582,Take in charge ticket,Value 6,2010-12-13 07:25:39.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case582,Resolve ticket,Value 6,2010-12-14 09:40:45.000,Variant 20,20,Resolve ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case582,Take in charge ticket,Value 6,2010-12-15 15:41:37.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case582,Wait,Value 16,2010-12-16 09:49:48.000,Variant 20,20,Wait,complete,Value 16,Variant 20,20,Fluxicon Disco
Case582,Take in charge ticket,Value 6,2011-01-04 15:04:05.000,Variant 20,20,Take in charge ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case582,Resolve ticket,Value 6,2011-01-04 15:35:10.000,Variant 20,20,Resolve ticket,complete,Value 6,Variant 20,20,Fluxicon Disco
Case582,Closed,Value 5,2011-01-19 15:35:23.000,Variant 20,20,Closed,complete,Value 5,Variant 20,20,Fluxicon Disco
Case582,End,End,2011-01-19 15:35:23.000,Variant 20,20,End,End,End,End,End,End
Case583,Start,Start,2012-06-05 14:26:52.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case583,Assign seriousness,Value 1,2012-06-05 14:26:52.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case583,Take in charge ticket,Value 2,2012-06-06 06:01:41.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case583,Resolve ticket,Value 2,2012-06-07 13:54:06.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case583,Closed,Value 5,2012-07-06 14:30:23.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case583,End,End,2012-07-06 14:30:23.000,Variant 1,1,End,End,End,End,End,End
Case584,Start,Start,2011-03-10 09:32:42.000,Variant 22,22,Start,Start,Start,Start,Start,Start
Case584,Assign seriousness,Value 8,2011-03-10 09:32:42.000,Variant 22,22,Assign seriousness,complete,Value 8,Variant 22,22,Fluxicon Disco
Case584,Take in charge ticket,Value 8,2011-03-10 09:33:29.000,Variant 22,22,Take in charge ticket,complete,Value 8,Variant 22,22,Fluxicon Disco
Case584,Wait,Value 9,2011-03-10 10:16:12.000,Variant 22,22,Wait,complete,Value 9,Variant 22,22,Fluxicon Disco
Case584,Take in charge ticket,Value 9,2011-03-14 07:25:15.000,Variant 22,22,Take in charge ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case584,Wait,Value 9,2011-03-18 12:47:25.000,Variant 22,22,Wait,complete,Value 9,Variant 22,22,Fluxicon Disco
Case584,Take in charge ticket,Value 9,2011-03-25 13:51:06.000,Variant 22,22,Take in charge ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case584,Resolve ticket,Value 9,2011-03-25 13:51:20.000,Variant 22,22,Resolve ticket,complete,Value 9,Variant 22,22,Fluxicon Disco
Case584,Closed,Value 5,2011-04-21 07:00:42.000,Variant 22,22,Closed,complete,Value 5,Variant 22,22,Fluxicon Disco
Case584,End,End,2011-04-21 07:00:42.000,Variant 22,22,End,End,End,End,End,End
Case585,Start,Start,2010-09-09 11:33:02.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case585,Assign seriousness,Value 19,2010-09-09 11:33:02.000,Variant 1,1,Assign seriousness,complete,Value 19,Variant 1,1,Fluxicon Disco
Case585,Take in charge ticket,Value 19,2010-09-09 11:33:43.000,Variant 1,1,Take in charge ticket,complete,Value 19,Variant 1,1,Fluxicon Disco
Case585,Resolve ticket,Value 19,2010-09-09 11:33:50.000,Variant 1,1,Resolve ticket,complete,Value 19,Variant 1,1,Fluxicon Disco
Case585,Closed,Value 5,2010-10-23 11:40:33.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case585,End,End,2010-10-23 11:40:33.000,Variant 1,1,End,End,End,End,End,End
Case586,Start,Start,2012-07-24 14:42:04.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case586,Assign seriousness,Value 1,2012-07-24 14:42:04.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case586,Take in charge ticket,Value 4,2012-07-26 14:14:39.000,Variant 1,1,Take in charge ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case586,Resolve ticket,Value 4,2012-08-03 12:19:10.000,Variant 1,1,Resolve ticket,complete,Value 4,Variant 1,1,Fluxicon Disco
Case586,Closed,Value 5,2012-09-08 14:50:42.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case586,End,End,2012-09-08 14:50:42.000,Variant 1,1,End,End,End,End,End,End
Case587,Start,Start,2010-04-01 08:36:02.000,Variant 3,3,Start,Start,Start,Start,Start,Start
Case587,Assign seriousness,Value 2,2010-04-01 08:36:02.000,Variant 3,3,Assign seriousness,complete,Value 2,Variant 3,3,Fluxicon Disco
Case587,Take in charge ticket,Value 2,2010-04-29 07:55:35.000,Variant 3,3,Take in charge ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case587,Wait,Value 2,2010-04-29 08:38:26.000,Variant 3,3,Wait,complete,Value 2,Variant 3,3,Fluxicon Disco
Case587,Take in charge ticket,Value 2,2010-04-29 12:39:58.000,Variant 3,3,Take in charge ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case587,Resolve ticket,Value 2,2010-04-29 13:26:41.000,Variant 3,3,Resolve ticket,complete,Value 2,Variant 3,3,Fluxicon Disco
Case587,Closed,Value 5,2010-05-14 13:26:52.000,Variant 3,3,Closed,complete,Value 5,Variant 3,3,Fluxicon Disco
Case587,End,End,2010-05-14 13:26:52.000,Variant 3,3,End,End,End,End,End,End
Case588,Start,Start,2010-02-02 08:52:38.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case588,Assign seriousness,Value 2,2010-02-02 08:52:38.000,Variant 1,1,Assign seriousness,complete,Value 2,Variant 1,1,Fluxicon Disco
Case588,Take in charge ticket,Value 2,2010-02-17 15:24:59.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case588,Resolve ticket,Value 2,2010-02-19 07:23:45.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case588,Closed,Value 5,2010-03-06 07:24:05.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case588,End,End,2010-03-06 07:24:05.000,Variant 1,1,End,End,End,End,End,End
Case589,Start,Start,2012-07-20 09:02:52.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case589,Assign seriousness,Value 1,2012-07-20 09:02:52.000,Variant 1,1,Assign seriousness,complete,Value 1,Variant 1,1,Fluxicon Disco
Case589,Take in charge ticket,Value 13,2012-07-23 06:24:50.000,Variant 1,1,Take in charge ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case589,Resolve ticket,Value 13,2012-07-24 14:24:35.000,Variant 1,1,Resolve ticket,complete,Value 13,Variant 1,1,Fluxicon Disco
Case589,Closed,Value 5,2012-09-06 09:12:38.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case589,End,End,2012-09-06 09:12:38.000,Variant 1,1,End,End,End,End,End,End
Case590,Start,Start,2010-12-14 10:45:17.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case590,Assign seriousness,Value 9,2010-12-14 10:45:17.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case590,Take in charge ticket,Value 6,2010-12-15 15:15:20.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case590,Resolve ticket,Value 6,2010-12-15 15:33:13.000,Variant 1,1,Resolve ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case590,Closed,Value 5,2011-01-27 10:50:51.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case590,End,End,2011-01-27 10:50:51.000,Variant 1,1,End,End,End,End,End,End
Case591,Start,Start,2010-05-05 11:56:02.000,Variant 7,7,Start,Start,Start,Start,Start,Start
Case591,Insert ticket,Value 15,2010-05-05 11:56:02.000,Variant 7,7,Insert ticket,complete,Value 15,Variant 7,7,Fluxicon Disco
Case591,Assign seriousness,Value 15,2010-05-05 13:39:36.000,Variant 7,7,Assign seriousness,complete,Value 15,Variant 7,7,Fluxicon Disco
Case591,Take in charge ticket,Value 2,2010-05-11 06:52:31.000,Variant 7,7,Take in charge ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case591,Resolve ticket,Value 2,2010-05-12 13:39:13.000,Variant 7,7,Resolve ticket,complete,Value 2,Variant 7,7,Fluxicon Disco
Case591,Closed,Value 5,2010-06-05 12:00:17.000,Variant 7,7,Closed,complete,Value 5,Variant 7,7,Fluxicon Disco
Case591,End,End,2010-06-05 12:00:17.000,Variant 7,7,End,End,End,End,End,End
Case592,Start,Start,2012-01-23 07:40:34.000,Variant 11,11,Start,Start,Start,Start,Start,Start
Case592,Take in charge ticket,Value 13,2012-01-23 07:40:34.000,Variant 11,11,Take in charge ticket,complete,Value 13,Variant 11,11,Fluxicon Disco
Case592,Resolve ticket,Value 9,2012-01-31 16:03:03.000,Variant 11,11,Resolve ticket,complete,Value 9,Variant 11,11,Fluxicon Disco
Case592,Closed,Value 5,2012-02-23 07:50:25.000,Variant 11,11,Closed,complete,Value 5,Variant 11,11,Fluxicon Disco
Case592,End,End,2012-02-23 07:50:25.000,Variant 11,11,End,End,End,End,End,End
Case593,Start,Start,2013-10-31 08:25:26.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case593,Assign seriousness,Value 9,2013-10-31 08:25:26.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case593,Take in charge ticket,Value 18,2013-12-11 10:18:01.000,Variant 1,1,Take in charge ticket,complete,Value 18,Variant 1,1,Fluxicon Disco
Case593,Resolve ticket,Value 18,2013-12-11 13:48:08.000,Variant 1,1,Resolve ticket,complete,Value 18,Variant 1,1,Fluxicon Disco
Case593,Closed,Value 3,2013-12-26 13:48:27.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case593,End,End,2013-12-26 13:48:27.000,Variant 1,1,End,End,End,End,End,End
Case594,Start,Start,2013-11-28 08:39:07.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case594,Assign seriousness,Value 18,2013-11-28 08:39:07.000,Variant 1,1,Assign seriousness,complete,Value 18,Variant 1,1,Fluxicon Disco
Case594,Take in charge ticket,Value 18,2013-11-28 09:19:04.000,Variant 1,1,Take in charge ticket,complete,Value 18,Variant 1,1,Fluxicon Disco
Case594,Resolve ticket,Value 18,2013-12-16 07:58:25.000,Variant 1,1,Resolve ticket,complete,Value 18,Variant 1,1,Fluxicon Disco
Case594,Closed,Value 3,2013-12-31 07:58:44.000,Variant 1,1,Closed,complete,Value 3,Variant 1,1,Fluxicon Disco
Case594,End,End,2013-12-31 07:58:44.000,Variant 1,1,End,End,End,End,End,End
Case595,Start,Start,2013-11-25 10:01:44.000,Variant 2,2,Start,Start,Start,Start,Start,Start
Case595,Assign seriousness,Value 18,2013-11-25 10:01:44.000,Variant 2,2,Assign seriousness,complete,Value 18,Variant 2,2,Fluxicon Disco
Case595,Take in charge ticket,Value 2,2013-11-25 10:59:03.000,Variant 2,2,Take in charge ticket,complete,Value 2,Variant 2,2,Fluxicon Disco
Case595,Wait,Value 1,2013-11-25 12:47:37.000,Variant 2,2,Wait,complete,Value 1,Variant 2,2,Fluxicon Disco
Case595,Resolve ticket,Value 1,2013-12-19 12:20:46.000,Variant 2,2,Resolve ticket,complete,Value 1,Variant 2,2,Fluxicon Disco
Case595,Closed,Value 3,2014-01-03 12:20:58.000,Variant 2,2,Closed,complete,Value 3,Variant 2,2,Fluxicon Disco
Case595,End,End,2014-01-03 12:20:58.000,Variant 2,2,End,End,End,End,End,End
Case596,Start,Start,2012-01-13 15:31:55.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case596,Assign seriousness,Value 9,2012-01-13 15:31:55.000,Variant 1,1,Assign seriousness,complete,Value 9,Variant 1,1,Fluxicon Disco
Case596,Take in charge ticket,Value 6,2012-01-16 07:37:03.000,Variant 1,1,Take in charge ticket,complete,Value 6,Variant 1,1,Fluxicon Disco
Case596,Resolve ticket,Value 16,2012-01-16 14:39:17.000,Variant 1,1,Resolve ticket,complete,Value 16,Variant 1,1,Fluxicon Disco
Case596,Closed,Value 5,2012-03-12 15:40:46.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case596,End,End,2012-03-12 15:40:46.000,Variant 1,1,End,End,End,End,End,End
Case597,Start,Start,2011-03-22 07:27:05.000,Variant 1,1,Start,Start,Start,Start,Start,Start
Case597,Assign seriousness,Value 8,2011-03-22 07:27:05.000,Variant 1,1,Assign seriousness,complete,Value 8,Variant 1,1,Fluxicon Disco
Case597,Take in charge ticket,Value 2,2011-03-25 10:28:43.000,Variant 1,1,Take in charge ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case597,Resolve ticket,Value 2,2011-04-08 12:41:15.000,Variant 1,1,Resolve ticket,complete,Value 2,Variant 1,1,Fluxicon Disco
Case597,Closed,Value 5,2011-04-23 12:41:31.000,Variant 1,1,Closed,complete,Value 5,Variant 1,1,Fluxicon Disco
Case597,End,End,2011-04-23 12:41:31.000,Variant 1,1,End,End,End,End,End,End
Case598,Start,Start,2011-06-23 13:43:37.000,Variant 4,4,Start,Start,Start,Start,Start,Start
Case598,Assign seriousness,Value 8,2011-06-23 13:43:37.000,Variant 4,4,Assign seriousness,complete,Value 8,Variant 4,4,Fluxicon Disco
Case598,Assign seriousness,Value 8,2011-06-23 13:44:01.000,Variant 4,4,Assign seriousness,complete,Value 8,Variant 4,4,Fluxicon Disco
Case598,Take in charge ticket,Value 8,2011-06-23 13:48:10.000,Variant 4,4,Take in charge ticket,complete,Value 8,Variant 4,4,Fluxicon Disco
Case598,Resolve ticket,Value 15,2011-06-23 14:13:17.000,Variant 4,4,Resolve ticket,complete,Value 15,Variant 4,4,Fluxicon Disco
Case598,Closed,Value 5,2011-07-26 13:50:24.000,Variant 4,4,Closed,complete,Value 5,Variant 4,4,Fluxicon Disco
Case598,End,End,2011-07-26 13:50:24.000,Variant 4,4,End,End,End,End,End,End
Case599,Start,Start,2010-03-04 15:49:18.000,Variant 7,7,Start,Start,Start,Start,Start,Start
Case599,Insert ticket,Value 15,2010-03-04 15:49:18.000,Variant 7,7,Insert ticket,complete,Value 15,Variant 7,7,Fluxicon Disco
Case599,Assign seriousness,Value 15,2010-03-08 12:59:35.000,Variant 7,7,Assign seriousness,complete,Value 15,Variant 7,7,Fluxicon Disco
Case599,Take in charge ticket,Value 15,2010-03-08 13:00:06.000,Variant 7,7,Take in charge ticket,complete,Value 15,Variant 7,7,Fluxicon Disco
Case599,Resolve ticket,Value 15,2010-03-08 13:00:16.000,Variant 7,7,Resolve ticket,complete,Value 15,Variant 7,7,Fluxicon Disco
